Датум,Цена,Макс,Мин,Просечна цена,% Промена,Количина,Вкупен промет
18.1.2021,"192,00",,,"192,00","0,00",0,0
15.1.2021,"192,00",,,"192,00","0,00",0,0
14.1.2021,"192,00",,,"192,00","0,00",0,0
13.1.2021,"192,00",,,"192,00","0,00",0,0
12.1.2021,"192,00",,,"192,00","0,00",0,0
11.1.2021,"192,00",,,"192,00","0,00",0,0
08.1.2021,"192,00","192,00","192,00","192,00","0,52",50,9.600
05.1.2021,"191,00",,,"191,00","0,00",0,0
04.1.2021,"191,00",,,"191,00","0,00",0,0
30.12.2020,"191,00",,,"191,00","0,00",0,0
29.12.2020,"191,00",,,"191,00","0,00",0,5.680.668
28.12.2020,"191,00",,,"191,00","0,00",0,0
25.12.2020,"191,00",,,"191,00","0,00",0,0
24.12.2020,"191,00",,,"191,00","0,00",0,0
23.12.2020,"191,00",,,"191,00","0,00",0,0
22.12.2020,"191,00",,,"191,00","0,00",0,0
21.12.2020,"191,00",,,"191,00","0,00",0,0
18.12.2020,"191,00",,,"191,00","0,00",0,0
17.12.2020,"191,00",,,"191,00","0,00",0,0
16.12.2020,"191,00",,,"191,00","0,00",0,0
15.12.2020,"191,00",,,"191,00","0,00",0,0
14.12.2020,"191,00",,,"191,00","0,00",0,0
11.12.2020,"191,00",,,"191,00","0,00",0,0
10.12.2020,"191,00",,,"191,00","0,00",0,0
09.12.2020,"191,00",,,"191,00","0,00",0,0
07.12.2020,"191,00",,,"191,00","0,00",0,0
04.12.2020,"191,00",,,"191,00","0,00",0,0
03.12.2020,"191,00",,,"191,00","0,00",0,0
02.12.2020,"191,00",,,"191,00","0,00",0,0
01.12.2020,"191,00",,,"191,00","0,00",0,0
30.11.2020,"191,00",,,"191,00","0,00",0,0
27.11.2020,"191,00",,,"191,00","0,00",0,0
26.11.2020,"191,00",,,"191,00","0,00",0,0
25.11.2020,"191,00",,,"191,00","0,00",0,0
24.11.2020,"191,00",,,"191,00","0,00",0,0
23.11.2020,"191,00",,,"191,00","0,00",0,0
20.11.2020,"191,00",,,"191,00","0,00",0,0
19.11.2020,"191,00",,,"191,00","0,00",0,0
18.11.2020,"191,00","191,00","191,00","191,00","0,53",382,72.962
17.11.2020,"190,00",,,"190,00","0,00",0,0
16.11.2020,"190,00",,,"190,00","0,00",0,0
13.11.2020,"190,00",,,"190,00","0,00",0,0
12.11.2020,"190,00",,,"190,00","0,00",0,0
11.11.2020,"190,00",,,"190,00","0,00",0,0
10.11.2020,"190,00",,,"190,00","0,00",0,0
09.11.2020,"190,00",,,"190,00","0,00",0,0
06.11.2020,"190,00",,,"190,00","0,00",0,0
05.11.2020,"190,00","190,00","190,00","190,00","-0,52",300,57.000
04.11.2020,"191,00",,,"191,00","0,00",0,0
03.11.2020,"191,00",,,"191,00","0,00",0,0
02.11.2020,"191,00",,,"191,00","0,00",0,0
30.10.2020,"191,00",,,"191,00","0,00",0,0
29.10.2020,"191,00",,,"191,00","0,00",0,0
28.10.2020,"191,00",,,"191,00","0,00",0,0
27.10.2020,"191,00",,,"191,00","0,00",0,0
26.10.2020,"191,00",,,"191,00","0,00",0,0
22.10.2020,"191,00",,,"191,00","0,00",0,0
21.10.2020,"191,00",,,"191,00","0,00",0,0
20.10.2020,"191,00",,,"191,00","0,00",0,0
19.10.2020,"191,00",,,"191,00","0,00",0,0
16.10.2020,"191,00",,,"191,00","0,00",0,0
15.10.2020,"191,00",,,"191,00","0,00",0,0
14.10.2020,"191,00",,,"191,00","0,00",0,0
13.10.2020,"191,00",,,"191,00","0,00",0,0
09.10.2020,"191,00",,,"191,00","0,00",0,0
08.10.2020,"191,00",,,"191,00","0,00",0,0
07.10.2020,"191,00",,,"191,00","0,00",0,0
06.10.2020,"191,00",,,"191,00","0,00",0,0
05.10.2020,"191,00",,,"191,00","0,00",0,0
02.10.2020,"191,00",,,"191,00","0,00",0,0
01.10.2020,"191,00",,,"191,00","0,00",0,0
30.9.2020,"191,00",,,"191,00","0,00",0,0
29.9.2020,"191,00",,,"191,00","0,00",0,0
28.9.2020,"191,00",,,"191,00","0,00",0,0
25.9.2020,"191,00",,,"191,00","0,00",0,0
24.9.2020,"191,00",,,"191,00","0,00",0,0
23.9.2020,"191,00",,,"191,00","0,00",0,0
22.9.2020,"191,00",,,"191,00","0,00",0,0
21.9.2020,"191,00",,,"191,00","0,00",0,0
18.9.2020,"191,00",,,"191,00","0,00",0,0
17.9.2020,"191,00",,,"191,00","0,00",0,0
16.9.2020,"191,00",,,"191,00","0,00",0,0
15.9.2020,"191,00",,,"191,00","0,00",0,0
14.9.2020,"191,00",,,"191,00","0,00",0,0
11.9.2020,"191,00",,,"191,00","0,00",0,0
10.9.2020,"191,00",,,"191,00","0,00",0,0
09.9.2020,"191,00",,,"191,00","0,00",0,0
07.9.2020,"191,00",,,"191,00","0,00",0,0
04.9.2020,"191,00",,,"191,00","0,00",0,0
03.9.2020,"191,00",,,"191,00","0,00",0,0
02.9.2020,"191,00",,,"191,00","0,00",0,0
01.9.2020,"191,00",,,"191,00","0,00",0,0
31.8.2020,"191,00",,,"191,00","0,00",0,0
27.8.2020,"191,00",,,"191,00","0,00",0,0
26.8.2020,"191,00",,,"191,00","0,00",0,0
25.8.2020,"191,00",,,"191,00","0,00",0,0
24.8.2020,"191,00",,,"191,00","0,00",0,0
21.8.2020,"191,00",,,"191,00","0,00",0,0
20.8.2020,"191,00",,,"191,00","0,00",0,0
19.8.2020,"191,00",,,"191,00","0,00",0,0
18.8.2020,"191,00",,,"191,00","0,00",0,0
17.8.2020,"191,00",,,"191,00","0,00",0,0
14.8.2020,"191,00",,,"191,00","0,00",0,0
13.8.2020,"191,00","191,00","191,00","191,00","-4,50",300,57.300
12.8.2020,"200,00",,,"200,00","0,00",0,0
11.8.2020,"200,00",,,"200,00","0,00",0,0
10.8.2020,"200,00",,,"200,00","0,00",0,0
07.8.2020,"200,00",,,"200,00","0,00",0,0
06.8.2020,"200,00",,,"200,00","0,00",0,0
05.8.2020,"200,00",,,"200,00","0,00",0,0
04.8.2020,"200,00","200,00","200,00","200,00","0,00",200,40.000
31.7.2020,"200,00",,,"200,00","0,00",0,0
30.7.2020,"200,00",,,"200,00","0,00",0,0
29.7.2020,"200,00",,,"200,00","0,00",0,0
28.7.2020,"200,00",,,"200,00","0,00",0,0
27.7.2020,"200,00",,,"200,00","0,00",0,0
24.7.2020,"200,00",,,"200,00","0,00",0,0
23.7.2020,"200,00",,,"200,00","0,00",0,0
22.7.2020,"200,00",,,"200,00","0,00",0,5.794.500
21.7.2020,"200,00",,,"200,00","0,00",0,0
20.7.2020,"200,00",,,"200,00","0,00",0,0
17.7.2020,"200,00",,,"200,00","0,00",0,0
16.7.2020,"200,00",,,"200,00","0,00",0,0
14.7.2020,"200,00",,,"200,00","0,00",0,0
13.7.2020,"200,00",,,"200,00","0,00",0,0
10.7.2020,"200,00",,,"200,00","0,00",0,0
09.7.2020,"200,00",,,"200,00","0,00",0,5.700.000
08.7.2020,"200,00",,,"200,00","0,00",0,0
07.7.2020,"200,00",,,"200,00","0,00",0,0
06.7.2020,"200,00",,,"200,00","0,00",0,0
03.7.2020,"200,00",,,"200,00","0,00",0,0
02.7.2020,"200,00",,,"200,00","0,00",0,0
01.7.2020,"200,00",,,"200,00","0,00",0,0
30.6.2020,"200,00",,,"200,00","0,00",0,0
29.6.2020,"200,00",,,"200,00","0,00",0,0
26.6.2020,"200,00",,,"200,00","0,00",0,0
25.6.2020,"200,00",,,"200,00","0,00",0,0
24.6.2020,"200,00",,,"200,00","0,00",0,0
23.6.2020,"200,00",,,"200,00","0,00",0,0
22.6.2020,"200,00",,,"200,00","0,00",0,0
19.6.2020,"200,00",,,"200,00","0,00",0,0
18.6.2020,"200,00",,,"200,00","0,00",0,0
17.6.2020,"200,00",,,"200,00","0,00",0,0
16.6.2020,"200,00",,,"200,00","0,00",0,0
15.6.2020,"200,00",,,"200,00","0,00",0,0
12.6.2020,"200,00",,,"200,00","0,00",0,0
11.6.2020,"200,00",,,"200,00","0,00",0,0
10.6.2020,"200,00",,,"200,00","0,00",0,0
09.6.2020,"200,00",,,"200,00","0,00",0,0
08.6.2020,"200,00",,,"200,00","0,00",0,0
04.6.2020,"200,00",,,"200,00","0,00",0,0
03.6.2020,"200,00",,,"200,00","0,00",0,0
02.6.2020,"200,00",,,"200,00","0,00",0,0
01.6.2020,"200,00",,,"200,00","0,00",0,0
29.5.2020,"200,00",,,"200,00","0,00",0,0
28.5.2020,"200,00",,,"200,00","0,00",0,0
27.5.2020,"200,00",,,"200,00","0,00",0,0
26.5.2020,"200,00",,,"200,00","0,00",0,0
