Датум,Цена,Макс,Мин,Просечна цена,% Промена,Количина,Вкупен промет
18.1.2021,"13.000,00",,,"13.000,00","0,00",0,0
15.1.2021,"13.000,00",,,"13.000,00","0,00",0,0
14.1.2021,"13.000,00",,,"13.000,00","0,00",0,0
13.1.2021,"13.000,00",,,"13.000,00","0,00",0,0
12.1.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",10,130.000
11.1.2021,"13.000,00",,,"13.000,00","0,00",0,0
08.1.2021,"13.000,00",,,"13.000,00","0,00",0,0
05.1.2021,"13.000,00","13.000,00","13.000,00","13.000,00","-0,12",6,78.000
04.1.2021,"13.015,00",,,"13.015,00","0,00",0,0
30.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
29.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
28.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
25.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
24.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
23.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
22.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
21.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
18.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
17.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
16.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
15.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
14.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
11.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
10.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
09.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
07.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
04.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
03.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
02.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
01.12.2020,"13.015,00",,,"13.015,00","0,00",0,0
30.11.2020,"13.015,00",,,"13.015,00","0,00",0,0
27.11.2020,"13.015,00","13.015,00","13.015,00","13.015,00","0,00",46,598.690
26.11.2020,"13.015,00",,,"13.015,00","0,00",0,0
25.11.2020,"13.015,00",,,"13.015,00","0,00",0,0
24.11.2020,"13.015,00",,,"13.015,00","0,00",0,0
23.11.2020,"13.015,00",,,"13.015,00","0,00",0,0
20.11.2020,"13.015,00",,,"13.015,00","0,00",0,0
19.11.2020,"13.015,00",,,"13.015,00","0,00",0,0
18.11.2020,"13.015,00",,,"13.015,00","0,00",0,0
17.11.2020,"13.015,00","13.015,00","13.015,00","13.015,00","-10,24",5,65.075
16.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
13.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
12.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
11.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
10.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
09.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
06.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
05.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
04.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
03.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
02.11.2020,"14.500,00",,,"14.500,00","0,00",0,0
30.10.2020,"14.500,00",,,"14.500,00","0,00",0,0
29.10.2020,"14.500,00",,,"14.500,00","0,00",0,0
28.10.2020,"14.500,00",,,"14.500,00","0,00",0,0
27.10.2020,"14.500,00",,,"14.500,00","0,00",0,0
26.10.2020,"14.500,00","14.500,00","14.500,00","14.500,00","-0,73",10,145.000
22.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
21.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
20.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
19.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
16.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
15.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
14.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
13.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
09.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
08.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
07.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
06.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
05.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
02.10.2020,"14.606,00","14.606,00","14.606,00","14.606,00","0,00",46,671.876
01.10.2020,"14.606,00",,,"14.606,00","0,00",0,0
30.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
29.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
28.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
25.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
24.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
23.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
22.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
21.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
18.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
17.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
16.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
15.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
14.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
11.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
10.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
09.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
07.9.2020,"14.606,00",,,"14.606,00","0,00",0,0
04.9.2020,"14.606,00","14.606,00","14.606,00","14.606,00","-0,01",3,43.818
03.9.2020,"14.607,00",,,"14.607,00","0,00",0,0
02.9.2020,"14.607,00",,,"14.607,00","0,00",0,0
01.9.2020,"14.607,00",,,"14.607,00","0,00",0,0
31.8.2020,"14.607,00",,,"14.607,00","0,00",0,0
27.8.2020,"14.607,00",,,"14.607,00","0,00",0,0
26.8.2020,"14.607,00",,,"14.607,00","0,00",0,0
25.8.2020,"14.607,00",,,"14.607,00","0,00",0,0
24.8.2020,"14.607,00",,,"14.607,00","0,00",0,0
21.8.2020,"14.607,00","14.607,00","14.607,00","14.607,00","0,74",35,511.245
20.8.2020,"14.500,00",,,"14.500,00","0,00",0,0
19.8.2020,"14.500,00",,,"14.500,00","0,00",0,0
18.8.2020,"14.500,00",,,"14.500,00","0,00",0,0
17.8.2020,"14.500,00","14.500,00","14.500,00","14.500,00","-0,71",3,43.500
14.8.2020,"14.604,00","14.604,00","14.604,00","14.604,00","-3,00",1,14.604
13.8.2020,"15.055,00","15.055,00","15.055,00","15.055,00","-3,00",2,30.110
12.8.2020,"15.520,00",,,"15.520,00","0,00",0,0
11.8.2020,"15.520,00",,,"15.520,00","0,00",0,0
10.8.2020,"15.520,00","15.520,00","15.520,00","15.520,00","-3,00",20,310.400
07.8.2020,"16.000,00",,,"16.000,00","0,00",0,0
06.8.2020,"16.000,00",,,"16.000,00","0,00",0,0
05.8.2020,"16.000,00",,,"16.000,00","0,00",0,0
04.8.2020,"16.000,00",,,"16.000,00","0,00",0,0
31.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
30.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
29.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
28.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
27.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
24.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
23.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
22.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
21.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
20.7.2020,"16.000,00","16.000,00","16.000,00","16.000,00","0,00",4,64.000
17.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
16.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
14.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
13.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
10.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
09.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
08.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
07.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
06.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
03.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
02.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
01.7.2020,"16.000,00",,,"16.000,00","0,00",0,0
30.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
29.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
26.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
25.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
24.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
23.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
22.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
19.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
18.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
17.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
16.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
15.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
12.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
11.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
10.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
09.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
